title,release_date,developer,publisher,genre,product_rating,user_score,platform,metascore,source
Candleman,2/1/2017,Spotlightor Interactive,E-Home Entertainment,3D Platformer,Rated E +10 For Everyone +10,7.1,Xbox One,78,dataset3
Candleman,2/1/2017,Spotlightor Interactive,E-Home Entertainment,3D Platformer,Rated E +10 For Everyone +10,7.1,Nintendo Switch,75,dataset3
Candleman,2/1/2017,Spotlightor Interactive,E-Home Entertainment,3D Platformer,Rated E +10 For Everyone +10,7.1,iOS (iPhone/iPad),tbd,dataset3
Candleman,2/1/2017,Spotlightor Interactive,E-Home Entertainment,3D Platformer,Rated E +10 For Everyone +10,7.1,PC,76,dataset3
Candleman,2/1/2017,Spotlightor Interactive,E-Home Entertainment,3D Platformer,Rated E +10 For Everyone +10,7.1,PlayStation 4,76,dataset3
Open Season,9/19/2006,Ubisoft,Ubisoft,3D Platformer,Rated E +10 For Everyone +10,6.4,Wii,49,dataset3
Open Season,9/19/2006,Ubisoft,Ubisoft,3D Platformer,Rated E +10 For Everyone +10,6.4,Xbox,59,dataset3
Open Season,9/19/2006,Ubisoft,Ubisoft,3D Platformer,Rated E +10 For Everyone +10,6.4,Xbox 360,59,dataset3
Open Season,9/19/2006,Ubisoft,Ubisoft,3D Platformer,Rated E +10 For Everyone +10,6.4,PC,58,dataset3
Open Season,9/19/2006,Ubisoft,Ubisoft,3D Platformer,Rated E +10 For Everyone +10,6.4,DS,72,dataset3
Open Season,9/19/2006,Ubisoft,Ubisoft,3D Platformer,Rated E +10 For Everyone +10,6.4,GameCube,59,dataset3
Open Season,9/19/2006,Ubisoft,Ubisoft,3D Platformer,Rated E +10 For Everyone +10,6.4,PSP,tbd,dataset3
Open Season,9/19/2006,Ubisoft,Ubisoft,3D Platformer,Rated E +10 For Everyone +10,6.4,PlayStation 2,57,dataset3
AEW: Fight Forever,6/29/2023,Yuke's,THQ Nordic,Wrestling,Rated T For Teen,5.3,PlayStation 5,64,dataset3
AEW: Fight Forever,6/29/2023,Yuke's,THQ Nordic,Wrestling,Rated T For Teen,5.3,Xbox Series X,66,dataset3
AEW: Fight Forever,6/29/2023,Yuke's,THQ Nordic,Wrestling,Rated T For Teen,5.3,Xbox One,tbd,dataset3
AEW: Fight Forever,6/29/2023,Yuke's,THQ Nordic,Wrestling,Rated T For Teen,5.3,PC,68,dataset3
AEW: Fight Forever,6/29/2023,Yuke's,THQ Nordic,Wrestling,Rated T For Teen,5.3,Nintendo Switch,57,dataset3
The Outer Worlds,10/25/2019,Obsidian Entertainment,Private Division,Western RPG,Rated M For Mature,7.9,PlayStation 4,85,dataset3
The Outer Worlds,10/25/2019,Obsidian Entertainment,Private Division,Western RPG,Rated M For Mature,7.9,PC,82,dataset3
The Outer Worlds,10/25/2019,Obsidian Entertainment,Private Division,Western RPG,Rated M For Mature,7.9,Xbox One,85,dataset3
The Outer Worlds,10/25/2019,Obsidian Entertainment,Private Division,Western RPG,Rated M For Mature,7.9,Nintendo Switch,66,dataset3
The Last Spell,3/9/2023,Ishtar Games Inc.,The Arcade Crew,Turn-Based Tactics,Rated T For Teen,8.1,Nintendo Switch,tbd,dataset3
The Last Spell,3/9/2023,Ishtar Games Inc.,The Arcade Crew,Turn-Based Tactics,Rated T For Teen,8.1,PC,82,dataset3
The Last Spell,3/9/2023,Ishtar Games Inc.,The Arcade Crew,Turn-Based Tactics,Rated T For Teen,8.1,PlayStation 5,tbd,dataset3
Wunderling,3/5/2020,Retroid,Retroid,2D Platformer,Rated E For Everyone,8.0,Nintendo Switch,81,dataset3
Wunderling,3/5/2020,Retroid,Retroid,2D Platformer,Rated E For Everyone,8.0,Xbox One,tbd,dataset3
Beaterator,9/29/2009,Rockstar Leeds,Rockstar Games,Application,Rated E For Everyone,7.9,PSP,80,dataset3
Beaterator,9/29/2009,Rockstar Leeds,Rockstar Games,Application,Rated E For Everyone,7.9,iOS (iPhone/iPad),tbd,dataset3
NCAA Football 14,7/9/2013,EA Tiburon,EA Sports,Football Sim,Rated E For Everyone,6.1,PlayStation 3,77,dataset3
NCAA Football 14,7/9/2013,EA Tiburon,EA Sports,Football Sim,Rated E For Everyone,6.1,Xbox 360,77,dataset3
Smash 'N' Survive,2/22/2012,Version2Games Limited,Version2Games Limited,Racing,,,PlayStation 3,31,dataset3
Spyro: Shadow Legacy,10/18/2005,Amaze Entertainment,VU Games,Action Adventure,Rated E For Everyone,5.1,DS,50,dataset3
Autumn Dynasty Warlords,2/26/2014,Touch Dimensions,Touch Dimensions,Action,,,iOS (iPhone/iPad),80,dataset3
Lamplight City,9/13/2018,Grundislav Games,Application Systems Heidelberg,Point-and-Click,,7.7,PC,72,dataset3
Lamplight City,9/13/2018,Grundislav Games,Application Systems Heidelberg,Point-and-Click,,7.7,Nintendo Switch,69,dataset3
The Sims 4: High School Years,7/28/2022,Maxis,Electronic Arts,Virtual Life,Rated T For Teen,2.6,PC,74,dataset3
Mainlining,1/26/2017,Rebelephant,Merge Games,Virtual Career,,,PC,73,dataset3
Mainlining,1/26/2017,Rebelephant,Merge Games,Virtual Career,,,Nintendo Switch,38,dataset3
"Codename: Panzers, Phase Two",7/25/2005,Stormregion,cdv Software,Real-Time Strategy,Rated T For Teen,8.0,PC,80,dataset3
Disney Magical World 2: Enchanted Edition,12/3/2021,h.a.n.d. Inc.,Bandai Namco Games,Virtual Life,Rated E For Everyone,7.0,Nintendo Switch,69,dataset3
Vampire Moon: The Mystery of the Hidden Sun,10/12/2010,City Interactive,City Interactive,Hidden Object,Rated E For Everyone,,DS,50,dataset3
Nancy Drew: Legend of the Crystal Skull,10/8/2007,Her Interactive,Her Interactive,Point-and-Click,Rated E For Everyone,6.9,PC,79,dataset3
Driveclub,10/7/2014,Evolution Studios,SCEA,Auto Racing Sim,Rated E For Everyone,6.4,PlayStation 4,71,dataset3
The Elder Scrolls Online: High Isle,6/6/2022,ZeniMax Media,Bethesda Softworks,MMORPG,,6.6,PC,79,dataset3
The Elder Scrolls Online: High Isle,6/6/2022,ZeniMax Media,Bethesda Softworks,MMORPG,,6.6,Xbox Series X,tbd,dataset3
The Elder Scrolls Online: High Isle,6/6/2022,ZeniMax Media,Bethesda Softworks,MMORPG,,6.6,Xbox One,tbd,dataset3
The Elder Scrolls Online: High Isle,6/6/2022,ZeniMax Media,Bethesda Softworks,MMORPG,,6.6,PlayStation 4,tbd,dataset3
The Elder Scrolls Online: High Isle,6/6/2022,ZeniMax Media,Bethesda Softworks,MMORPG,,6.6,PlayStation 5,78,dataset3
Fury (2007),10/16/2007,Auran,Gamecock Media Group,MMORPG,Rated T For Teen,5.0,PC,55,dataset3
Tokyo Jungle,9/25/2012,Crispy's,SCEA,Survival,Rated T For Teen,8.0,PlayStation 3,74,dataset3
Miitopia,5/21/2021,GREZZO,Nintendo,RPG,Rated E For Everyone,8.2,3DS,67,dataset3
Miitopia,5/21/2021,GREZZO,Nintendo,RPG,Rated E For Everyone,8.2,Nintendo Switch,71,dataset3
Blood Stone: 007,11/2/2010,Bizarre Creations,Activision,Third Person Shooter,Rated T For Teen,7.4,PlayStation 3,65,dataset3
Blood Stone: 007,11/2/2010,Bizarre Creations,Activision,Third Person Shooter,Rated T For Teen,7.4,Xbox 360,62,dataset3
Blood Stone: 007,11/2/2010,Bizarre Creations,Activision,Third Person Shooter,Rated T For Teen,7.4,PC,63,dataset3
Blood Stone: 007,11/2/2010,Bizarre Creations,Activision,Third Person Shooter,Rated T For Teen,7.4,DS,70,dataset3
Big Brain Academy: Wii Degree,6/11/2007,Nintendo,Nintendo,Edutainment,Rated E For Everyone,7.2,Wii,68,dataset3
Transformers: The Game,6/26/2007,Traveller's Tales,Activision,Action Adventure,Rated T For Teen,5.4,DS,67,dataset3
Transformers: The Game,6/26/2007,Traveller's Tales,Activision,Action Adventure,Rated T For Teen,5.4,DS,66,dataset3
Transformers: The Game,6/26/2007,Traveller's Tales,Activision,Action Adventure,Rated T For Teen,5.4,PC,55,dataset3
Transformers: The Game,6/26/2007,Traveller's Tales,Activision,Action Adventure,Rated T For Teen,5.4,PSP,47,dataset3
Transformers: The Game,6/26/2007,Traveller's Tales,Activision,Action Adventure,Rated T For Teen,5.4,PlayStation 2,56,dataset3
Transformers: The Game,6/26/2007,Traveller's Tales,Activision,Action Adventure,Rated T For Teen,5.4,PlayStation 3,54,dataset3
Transformers: The Game,6/26/2007,Traveller's Tales,Activision,Action Adventure,Rated T For Teen,5.4,Xbox 360,52,dataset3
Transformers: The Game,6/26/2007,Traveller's Tales,Activision,Action Adventure,Rated T For Teen,5.4,Wii,53,dataset3
Spider-Man: Edge of Time,10/4/2011,Beenox,Activision,3D Beat-'Em-Up,Rated T For Teen,7.3,Xbox 360,57,dataset3
Spider-Man: Edge of Time,10/4/2011,Beenox,Activision,3D Beat-'Em-Up,Rated T For Teen,7.3,Wii,62,dataset3
Spider-Man: Edge of Time,10/4/2011,Beenox,Activision,3D Beat-'Em-Up,Rated T For Teen,7.3,PlayStation 3,58,dataset3
Spider-Man: Edge of Time,10/4/2011,Beenox,Activision,3D Beat-'Em-Up,Rated T For Teen,7.3,3DS,50,dataset3
NHL 08,9/12/2007,EA Canada,Electronic Arts,Hockey Sim,Rated E +10 For Everyone +10,6.7,PlayStation 2,70,dataset3
NHL 08,9/12/2007,EA Canada,Electronic Arts,Hockey Sim,Rated E +10 For Everyone +10,6.7,PlayStation 3,86,dataset3
NHL 08,9/12/2007,EA Canada,Electronic Arts,Hockey Sim,Rated E +10 For Everyone +10,6.7,PC,65,dataset3
NHL 08,9/12/2007,EA Canada,Electronic Arts,Hockey Sim,Rated E +10 For Everyone +10,6.7,Xbox 360,85,dataset3
Saints Row: Gat Out of Hell,1/20/2015,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,5.6,PlayStation 4,64,dataset3
Saints Row: Gat Out of Hell,1/20/2015,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,5.6,Xbox One,65,dataset3
Saints Row: Gat Out of Hell,1/20/2015,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,5.6,PlayStation 3,tbd,dataset3
Saints Row: Gat Out of Hell,1/20/2015,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,5.6,PC,66,dataset3
Steel Battalion: Line of Contact,2/27/2004,Capcom,Capcom,Vehicle Combat Sim,Rated T For Teen,,Xbox,70,dataset3
Tactical Intervention,3/28/2013,"FIX Korea, Co. LTD",OGPlanet,FPS,,6.0,PC,47,dataset3
Super Monsters Ate My Condo!,9/27/2012,Adult Swim,Adult Swim,Strategy,,6.9,iOS (iPhone/iPad),86,dataset3
EverQuest: The Shadows of Luclin,12/2/2001,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Rated T For Teen,6.2,PC,83,dataset3
Ground Control: Dark Conspiracy,12/14/2000,High Voltage Software,Sierra Entertainment,Real-Time Strategy,Rated T For Teen,6.7,PC,77,dataset3
"Warhammer 40,000: Battlesector",7/15/2021,Black Lab Games,Slitherine,Turn-Based Tactics,,7.6,PC,72,dataset3
"Warhammer 40,000: Battlesector",7/15/2021,Black Lab Games,Slitherine,Turn-Based Tactics,,7.6,PlayStation 4,tbd,dataset3
"Warhammer 40,000: Battlesector",7/15/2021,Black Lab Games,Slitherine,Turn-Based Tactics,,7.6,Xbox One,tbd,dataset3
"Warhammer 40,000: Battlesector",7/15/2021,Black Lab Games,Slitherine,Turn-Based Tactics,,7.6,Xbox Series X,tbd,dataset3
Robin Hood: The Legend of Sherwood,11/14/2002,Spellbound,Strategy First,Real-Time Strategy,Rated T For Teen,8.5,PC,80,dataset3
Hunter: The Reckoning Redeemer,10/28/2003,High Voltage Software,VU Games,3D Beat-'Em-Up,Rated M For Mature,,Xbox,72,dataset3
Trine 2: Complete Story,11/15/2013,"Frozenbyte, Inc.","Frozenbyte, Inc.",2D Platformer,Rated E +10 For Everyone +10,7.6,PlayStation 4,84,dataset3
Trine 2: Complete Story,11/15/2013,"Frozenbyte, Inc.","Frozenbyte, Inc.",2D Platformer,Rated E +10 For Everyone +10,7.6,Nintendo Switch,87,dataset3
Zwei: The Arges Adventure,1/24/2018,Falcom,XSEED Games,Action RPG,,8.0,PC,68,dataset3
Empire Earth II: The Art of Supremacy,2/14/2006,Mad Doc Software,Sierra Entertainment,Real-Time Strategy,Rated T For Teen,6.5,PC,57,dataset3
WWE Survivor Series,10/12/2004,Natsume,THQ,Wrestling,Rated T For Teen,,Game Boy Advance,55,dataset3
Cruis'n  Exotica,10/16/2000,Gratuitous Games,Midway,Auto Racing,Rated E For Everyone,6.3,Nintendo 64,43,dataset3
Republique: Episode 2 - Metamorphosis,5/2/2014,"Camouflaj, LLC","Camouflaj, LLC",Linear Action Adventure,,6.9,iOS (iPhone/iPad),79,dataset3
Overboard!,6/2/2021,inkle,inkle,Adventure,Rated T For Teen,8.3,PC,81,dataset3
Overboard!,6/2/2021,inkle,inkle,Adventure,Rated T For Teen,8.3,Nintendo Switch,86,dataset3
Overboard!,6/2/2021,inkle,inkle,Adventure,Rated T For Teen,8.3,iOS (iPhone/iPad),tbd,dataset3
Mario Tennis: Ultra Smash,11/20/2015,Camelot Software Planning,Nintendo,Tennis,Rated E For Everyone,5.2,Wii U,58,dataset3
Pokemon Y,10/12/2013,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,7.5,3DS,88,dataset3
Rocket League Sideswipe,11/29/2021,Psyonix,Psyonix,Soccer,,8.2,iOS (iPhone/iPad),86,dataset3
NCAA Football 11,7/13/2010,EA Tiburon,Electronic Arts,Football Sim,Rated E For Everyone,7.5,PlayStation 2,tbd,dataset3
NCAA Football 11,7/13/2010,EA Tiburon,Electronic Arts,Football Sim,Rated E For Everyone,7.5,PlayStation 3,85,dataset3
NCAA Football 11,7/13/2010,EA Tiburon,Electronic Arts,Football Sim,Rated E For Everyone,7.5,Xbox 360,86,dataset3
SoulCalibur Legends,11/20/2007,Namco Bandai Games,Namco Bandai Games,Action Adventure,Rated T For Teen,4.8,Wii,52,dataset3
Wing Island,3/20/2007,CAProduction,Hudson,Aircraft Sim,Rated E For Everyone,,Wii,47,dataset3
Rotastic,9/21/2011,Dancing Dots,Focus Home Interactive,Puzzle,Rated T For Teen,,Xbox 360,66,dataset3
[I] doesn't exist - a modern text adventure,10/5/2023,LUAL Games KIG,DreadXP,Text Adventure,,5.2,PC,73,dataset3
NBA 2K Playgrounds 2,10/16/2018,Saber Interactive,2K Games,Basketball,Rated E For Everyone,5.3,Nintendo Switch,69,dataset3
NBA 2K Playgrounds 2,10/16/2018,Saber Interactive,2K Games,Basketball,Rated E For Everyone,5.3,Xbox One,62,dataset3
NBA 2K Playgrounds 2,10/16/2018,Saber Interactive,2K Games,Basketball,Rated E For Everyone,5.3,PC,tbd,dataset3
NBA 2K Playgrounds 2,10/16/2018,Saber Interactive,2K Games,Basketball,Rated E For Everyone,5.3,PlayStation 4,73,dataset3
101-in-1 Sports Party Megamix,1/13/2011,Nordcurrent,Atlus,Sports,Rated E +10 For Everyone +10,,Wii,41,dataset3
Super Mario Advance 4: Super Mario Bros. 3,10/21/2003,Nintendo,Nintendo,2D Platformer,Rated E For Everyone,9.0,Game Boy Advance,94,dataset3
Alias (2004),4/7/2004,Acclaim Studios Cheltenham,Acclaim,Action Adventure,Rated T For Teen,,PlayStation 2,64,dataset3
Alias (2004),4/7/2004,Acclaim Studios Cheltenham,Acclaim,Action Adventure,Rated T For Teen,,Xbox,64,dataset3
Alias (2004),4/7/2004,Acclaim Studios Cheltenham,Acclaim,Action Adventure,Rated T For Teen,,PC,55,dataset3
Early Bird,8/25/2011,"Booyah, Inc.","Booyah, Inc.",Action,,,iOS (iPhone/iPad),83,dataset3
Tapper World Tour,3/16/2011,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,Arcade,,,iOS (iPhone/iPad),81,dataset3
Matt Hazard: Blood Bath and Beyond,1/6/2010,Vicious Cycle,D3Publisher,Vertical Shoot-'Em-Up,Rated M For Mature,7.0,Xbox 360,63,dataset3
Matt Hazard: Blood Bath and Beyond,1/6/2010,Vicious Cycle,D3Publisher,Vertical Shoot-'Em-Up,Rated M For Mature,7.0,PlayStation 3,65,dataset3
Total War: WARHAMMER III,2/17/2022,Creative Assembly,Sega,Real-Time Tactics,Rated T For Teen,5.2,PC,86,dataset3
AVICII Invector Encore Edition,9/8/2020,Wired Productions,Wired Productions,Rhythm,Rated T For Teen,8.0,Nintendo Switch,81,dataset3
AVICII Invector Encore Edition,9/8/2020,Wired Productions,Wired Productions,Rhythm,Rated T For Teen,8.0,Meta Quest,78,dataset3
NBA 2K16,9/25/2015,Visual Concepts,2K Sports,Basketball Sim,Rated E +10 For Everyone +10,6.7,PlayStation 4,87,dataset3
NBA 2K16,9/25/2015,Visual Concepts,2K Sports,Basketball Sim,Rated E +10 For Everyone +10,6.7,Xbox One,86,dataset3
NBA 2K16,9/25/2015,Visual Concepts,2K Sports,Basketball Sim,Rated E +10 For Everyone +10,6.7,PC,tbd,dataset3
NBA 2K16,9/25/2015,Visual Concepts,2K Sports,Basketball Sim,Rated E +10 For Everyone +10,6.7,iOS (iPhone/iPad),tbd,dataset3
The King of Fighters 02/03,2/8/2005,SNK Playmore,SNK Playmore,Compilation,Rated T For Teen,7.8,PlayStation 2,73,dataset3
The King of Fighters 02/03,2/8/2005,SNK Playmore,SNK Playmore,Compilation,Rated T For Teen,7.8,Xbox,76,dataset3
Super Smash Bros. for Nintendo 3DS / Wii U,11/21/2014,Bandai Namco Games,Nintendo,2D Fighting,Rated E +10 For Everyone +10,8.9,3DS,85,dataset3
Super Smash Bros. for Nintendo 3DS / Wii U,11/21/2014,Bandai Namco Games,Nintendo,2D Fighting,Rated E +10 For Everyone +10,8.9,Wii U,92,dataset3
Puzzle Agent,6/30/2010,Telltale Games,Telltale Games,Puzzle,,7.0,Wii,tbd,dataset3
Puzzle Agent,6/30/2010,Telltale Games,Telltale Games,Puzzle,,7.0,PC,70,dataset3
Puzzle Agent,6/30/2010,Telltale Games,Telltale Games,Puzzle,,7.0,iOS (iPhone/iPad),tbd,dataset3
Puzzle Agent,6/30/2010,Telltale Games,Telltale Games,Puzzle,,7.0,PlayStation 3,66,dataset3
Battlestar Galactica Deadlock,8/31/2017,Black Lab Games,Slitherine,4X Strategy,,7.2,PC,77,dataset3
Battlestar Galactica Deadlock,8/31/2017,Black Lab Games,Slitherine,4X Strategy,,7.2,PlayStation 4,76,dataset3
Battlestar Galactica Deadlock,8/31/2017,Black Lab Games,Slitherine,4X Strategy,,7.2,Xbox One,tbd,dataset3
Gunfighter: The Legend of Jesse James,11/30/2001,Rebellion,Ubisoft,Light Gun,Rated T For Teen,5.5,PlayStation,55,dataset3
Borderlands Legends,10/31/2012,Gearbox Software,2K Games,Tactical Third Person Shooter,,4.3,iOS (iPhone/iPad),52,dataset3
Pinball FX (2007),4/25/2007,Zen Studios,Microsoft Game Studios,Pinball,Rated E For Everyone,8.7,Xbox 360,69,dataset3
Team Fortress 2,10/10/2007,Valve Software,Valve Software,Tactical FPS,Rated M For Mature,8.6,PC,92,dataset3
Prune,7/23/2015,Joel Mcdonald,Joel Mcdonald,Action,,5.2,iOS (iPhone/iPad),92,dataset3
Pokemon Platinum Version,3/22/2009,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,8.9,DS,83,dataset3
Bet on Soldier: Blood Sport,9/26/2005,Kylotonn,Digital Jesters,FPS,Rated M For Mature,5.3,PC,56,dataset3
Ironcast,8/10/2017,Dreadbit,Ripstone,Matching Puzzle,Rated E +10 For Everyone +10,8.0,PC,75,dataset3
Ironcast,8/10/2017,Dreadbit,Ripstone,Matching Puzzle,Rated E +10 For Everyone +10,8.0,Xbox One,78,dataset3
Ironcast,8/10/2017,Dreadbit,Ripstone,Matching Puzzle,Rated E +10 For Everyone +10,8.0,PlayStation 4,70,dataset3
Ironcast,8/10/2017,Dreadbit,Ripstone,Matching Puzzle,Rated E +10 For Everyone +10,8.0,Nintendo Switch,80,dataset3
Nexagon: Deathmatch,7/23/2003,Strategy First,Strategy First,Real-Time Strategy,Rated T For Teen,,PC,61,dataset3
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,9/27/2019,Square Enix,Nintendo,JRPG,Rated T For Teen,8.6,Nintendo Switch,91,dataset3
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,9/27/2019,Square Enix,Nintendo,JRPG,Rated T For Teen,8.6,Xbox One,92,dataset3
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,9/27/2019,Square Enix,Nintendo,JRPG,Rated T For Teen,8.6,PlayStation 4,91,dataset3
Lair,8/30/2007,Factor 5,SCEA,Action Adventure,Rated T For Teen,6.1,PlayStation 3,53,dataset3
Harvest Moon DS: Grand Bazaar,8/24/2010,Marvelous Entertainment,Natsume,Tycoon,Rated E For Everyone,7.8,DS,68,dataset3
Street Fighter EX3,10/16/2000,Arika,Capcom,2D Fighting,Rated T For Teen,5.8,PlayStation 2,64,dataset3
NASCAR Kart Racing,2/10/2009,Electronic Arts,Electronic Arts,Arcade Racing,Rated E For Everyone,,Wii,70,dataset3
Carto,10/27/2020,Sunhead Games,Humble Games,Adventure,Rated E For Everyone,7.1,PC,72,dataset3
Carto,10/27/2020,Sunhead Games,Humble Games,Adventure,Rated E For Everyone,7.1,PlayStation 4,75,dataset3
Carto,10/27/2020,Sunhead Games,Humble Games,Adventure,Rated E For Everyone,7.1,Xbox One,tbd,dataset3
Carto,10/27/2020,Sunhead Games,Humble Games,Adventure,Rated E For Everyone,7.1,Nintendo Switch,79,dataset3
Warcraft III: Reign of Chaos,7/3/2002,Blizzard Entertainment,Blizzard Entertainment,Real-Time Strategy,Rated T For Teen,9.2,PC,92,dataset3
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,11/19/2013,WayForward,D3Publisher,Action Adventure,Rated E +10 For Everyone +10,4.0,Xbox 360,47,dataset3
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,11/19/2013,WayForward,D3Publisher,Action Adventure,Rated E +10 For Everyone +10,4.0,Wii U,40,dataset3
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,11/19/2013,WayForward,D3Publisher,Action Adventure,Rated E +10 For Everyone +10,4.0,PC,tbd,dataset3
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,11/19/2013,WayForward,D3Publisher,Action Adventure,Rated E +10 For Everyone +10,4.0,PlayStation 3,40,dataset3
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,11/19/2013,WayForward,D3Publisher,Action Adventure,Rated E +10 For Everyone +10,4.0,3DS,33,dataset3
Sonic Adventure 2,2/11/2002,Sonic Team,Sega,3D Platformer,Rated E For Everyone,8.4,Dreamcast,89,dataset3
Sonic Adventure 2,2/11/2002,Sonic Team,Sega,3D Platformer,Rated E For Everyone,8.4,Xbox 360,60,dataset3
Sonic Adventure 2,2/11/2002,Sonic Team,Sega,3D Platformer,Rated E For Everyone,8.4,PlayStation 3,65,dataset3
Sonic Adventure 2,2/11/2002,Sonic Team,Sega,3D Platformer,Rated E For Everyone,8.4,GameCube,73,dataset3
Pokemon Violet,11/18/2022,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,4.1,Nintendo Switch,71,dataset3
Prince of Persia: The Two Thrones,12/1/2005,Ubisoft,Ubisoft,Linear Action Adventure,Rated M For Mature,7.5,Xbox,85,dataset3
Prince of Persia: The Two Thrones,12/1/2005,Ubisoft,Ubisoft,Linear Action Adventure,Rated M For Mature,7.5,PlayStation 2,85,dataset3
Prince of Persia: The Two Thrones,12/1/2005,Ubisoft,Ubisoft,Linear Action Adventure,Rated M For Mature,7.5,PC,85,dataset3
Prince of Persia: The Two Thrones,12/1/2005,Ubisoft,Ubisoft,Linear Action Adventure,Rated M For Mature,7.5,GameCube,84,dataset3
Prince of Persia: The Two Thrones,12/1/2005,Ubisoft,Ubisoft,Linear Action Adventure,Rated M For Mature,7.5,PlayStation 3,tbd,dataset3
Sonic & Knuckles,9/9/2009,Sonic Team,Sega,2D Platformer,Rated E For Everyone,8.7,Xbox 360,69,dataset3
Mahokenshi,1/24/2023,GameSourceStudio,Iceberg Interactive,Turn-Based Tactics,,5.4,PC,72,dataset3
Picklock,11/26/2020,No Gravity Games,No Gravity Games,Action Adventure,Rated T For Teen,,PC,tbd,dataset3
